HA_CLASS,rainfall_thresh_in,datetime_uct,valid_period_hrs,pop12_perc,qpf_in,prob_close_perc,flag
JB_3,4,2020-09-28,72,44,0.13,95.5,testing
PAM_6,4,2020-09-28,72,46,0.36,46,testing
PAM_7,4,2020-09-28,72,45.37,0.36,74,testing
NB_6,4,2020-09-28,72,43.85,0.13,78.8,testing
NPT_3,1.5,2020-09-28,72,45.78,0.18,98.1,testing
NH_6,2,2020-09-28,72,33,0.1,32.3,testing
NR_1,1.5,2020-09-28,72,44.04,0.15,48.7,testing
Sandy_1,4,2020-09-28,72,43,0.25,25.5,testing
Onsl_2,3,2020-09-28,72,49.86,0.28,61,testing
NH_3,3,2020-09-28,72,32,0.1,20.2,testing
Onsl_3,3,2020-09-28,72,49,0.27,89.6,testing
CL_4A,4,2020-09-28,72,43.12,0.14,39.4,testing
OBX_4A,4,2020-09-28,72,43.1,0.28,47.5,testing
OBX_4B,4,2020-09-28,72,43.05,0.26,31.3,testing
Stump_1,4,2020-09-28,72,43,0.27,28.2,testing
OBX_9B,4,2020-09-28,72,41.97,0.19,49.9,testing
BS_14,2.5,2020-09-28,72,46,0.18,68,testing
OBX_9A,4,2020-09-28,72,43.72,0.22,62.9,testing
OBX_10A,4,2020-09-28,72,44.37,0.24,48,testing
NR_8B,3,2020-09-28,72,44,0.14,90.1,testing
NR_6,1.5,2020-09-28,72,44,0.15,62.5,testing
BS_1,2.5,2020-09-28,72,47.92,0.22,96.8,testing
BS_10,2.5,2020-09-28,72,46.25,0.19,21.9,testing
PAM_1,4,2020-09-29,24,0,0,88.7,testing
Pungo_1,4,2020-09-29,24,0,0,73.8,testing
Hyde_6,4,2020-09-29,24,0,0,83.2,testing
OBX_3,4,2020-09-29,24,0,0,96.7,testing
Bruns_1,1,2020-09-29,24,1,0,82.9,testing
Bruns_2,1,2020-09-29,24,1,0,88.4,testing
Bruns_7,1,2020-09-29,24,1,0,41.3,testing
Bruns_8,4,2020-09-29,24,2,0,37.3,testing
NHP_2,3,2020-09-29,24,1,0,68.2,testing
PAM_6A,4,2020-09-29,24,0,0,25.4,testing
NR_5,1.5,2020-09-29,24,0,0,71.5,testing
NR_9,4,2020-09-29,24,0,0,96,testing
JB_1A,2,2020-09-29,24,0,0,96.1,testing
CL_3,4,2020-09-29,24,0,0,41.3,testing
Bruns_3,1.5,2020-09-29,24,1,0,21.6,testing
Bruns_4A,2,2020-09-29,24,1,0,97.9,testing
NH_1,2,2020-09-29,24,1,0,27.3,testing
NH_5,3,2020-09-29,24,1,0,39.9,testing
NH_7,2,2020-09-29,24,1,0,53.4,testing
PND_2,3,2020-09-29,24,1,0,30.6,testing
PND_4,3,2020-09-29,24,1,0,99.1,testing
PND_3,2.5,2020-09-29,24,1,0,76,testing
NHP_1,2.5,2020-09-29,24,1,0,29.8,testing
Onsl_6A,1.5,2020-09-29,24,0,0,79.5,testing
MU_2,1.5,2020-09-29,24,0,0,75.3,testing
MU_3,3,2020-09-29,24,0,0,27.4,testing
MU_1,1.5,2020-09-29,24,0,0,90.6,testing
MU_4,1.5,2020-09-29,24,0,0,47.4,testing
MU_6B,3,2020-09-29,24,0,0,99,testing
MU_6C,3,2020-09-29,24,0,0,53.8,testing
MU_8,1.5,2020-09-29,24,0,0,93.7,testing
MU_5B,1.5,2020-09-29,24,0,0,32.4,testing
MU_9,3,2020-09-29,24,0,0,53.7,testing
MU_6A,3,2020-09-29,24,0,0,41.1,testing
MU_15A,1.5,2020-09-29,24,0,0,31,testing
MU_16A,2,2020-09-29,24,0,0,45.7,testing
MU_17,3,2020-09-29,24,0,0,24.8,testing
BS_13B,3,2020-09-29,24,0,0,53.8,testing
BS_6,3,2020-09-29,24,0,0,84.3,testing
BS_7,2.5,2020-09-29,24,0,0,90.2,testing
BS_15,3,2020-09-29,24,0,0,49.2,testing
PAM_6B,4,2020-09-29,24,0,0,80.9,testing
OBX_1,4,2020-09-29,24,0,0,74.1,testing
PAM_2,4,2020-09-29,24,0,0,56.9,testing
PAM_4,4,2020-09-29,24,0,0,65.6,testing
PAM_5,4,2020-09-29,24,0,0,43,testing
Hyde_3,4,2020-09-29,24,0,0,73,testing
Neuse_2,4,2020-09-29,24,0,0,20.7,testing
Neuse_3,4,2020-09-29,24,0,0,55.6,testing
Neuse_6,4,2020-09-29,24,0,0,62.8,testing
Neuse_4,4,2020-09-29,24,0,0,95.2,testing
Neuse_1,4,2020-09-29,24,0,0,69.7,testing
Neuse_8,4,2020-09-29,24,0,0,95.2,testing
PAM_3,4,2020-09-29,24,0,0,90.7,testing
Hyde_5,4,2020-09-29,24,0,0,89.8,testing
Hyde_4,4,2020-09-29,24,0,0,87.2,testing
Hyde_2,4,2020-09-29,24,0,0,26.6,testing
Hyde_1,4,2020-09-29,24,0,0,56.3,testing
LS_1,4,2020-09-29,24,0,0,36.2,testing
OBX_2,4,2020-09-29,24,0,0,86.9,testing
OBX_5A,4,2020-09-29,24,0,0,83.3,testing
OBX_6,4,2020-09-29,24,0,0,94.9,testing
OBX_5,4,2020-09-29,24,0,0,30.8,testing
CL_4B,4,2020-09-29,24,0,0,25.5,testing
CL_2,4,2020-09-29,24,0,0,66.5,testing
OBX_7,4,2020-09-29,24,0,0,31.1,testing
OBX_8,4,2020-09-29,24,0,0,60.6,testing
OBX_10B,4,2020-09-29,24,0,0,70.8,testing
CL_1,4,2020-09-29,24,0,0,40.2,testing
NB_4,2,2020-09-29,24,0,0,67.9,testing
NB_3,2,2020-09-29,24,0,0,56.6,testing
NB_1,1.5,2020-09-29,24,0,0,88.1,testing
NB_2,2,2020-09-29,24,0,0,55.1,testing
NB_5,4,2020-09-29,24,0,0,93.1,testing
JB_2,2,2020-09-29,24,0,0,55.9,testing
JB_1,2,2020-09-29,24,0,0,27.5,testing
NR_2,1.5,2020-09-29,24,0,0,64.4,testing
NR_8A,3,2020-09-29,24,0,0,55.3,testing
NR_10,4,2020-09-29,24,0,0,50,testing
JB_4,4,2020-09-29,24,0,0,24.1,testing
NR_3,1.5,2020-09-29,24,0,0,90.4,testing
NR_4,1.5,2020-09-29,24,0,0,24.7,testing
NR_7,1.5,2020-09-29,24,0,0,52,testing
NPT_1,1,2020-09-29,24,0,0,53.4,testing
NPT_2A,1,2020-09-29,24,0,0,91.7,testing
NPT_2B,1,2020-09-29,24,0,0,84.4,testing
NPT_4,1.5,2020-09-29,24,0,0,55.7,testing
NPT_5,1.5,2020-09-29,24,0,0,42.1,testing
Bruns_3A,1.5,2020-09-29,24,1,0,43,testing
Bruns_4,2.5,2020-09-29,24,1,0,57.4,testing
Bruns_5,2,2020-09-29,24,0,0,30.3,testing
Bruns_6,2,2020-09-29,24,1,0,28.5,testing
NH_2,2,2020-09-29,24,1,0,63.3,testing
NH_4,2.5,2020-09-29,24,1,0,77,testing
PND_1,2.5,2020-09-29,24,1,0,28.6,testing
PND_5,2.5,2020-09-29,24,1,0,41.7,testing
PND_6,3,2020-09-29,24,1,0,47.5,testing
Onsl_7,1.5,2020-09-29,24,1,0,29,testing
Onsl_6B,1.5,2020-09-29,24,0.08,0,84.8,testing
Onsl_5,1.5,2020-09-29,24,0,0,73.4,testing
Onsl_4,1.5,2020-09-29,24,0,0,45.3,testing
Onsl_1,3,2020-09-29,24,0,0,38.4,testing
MU_5A,1.5,2020-09-29,24,0,0,73,testing
MU_7,1.5,2020-09-29,24,0,0,97.1,testing
MU_10,3,2020-09-29,24,0,0,95,testing
MU_11,1,2020-09-29,24,0,0,63.4,testing
MU_12,1.5,2020-09-29,24,0,0,39.7,testing
MU_14,3,2020-09-29,24,0,0,40.4,testing
MU_15,1.5,2020-09-29,24,0,0,23.5,testing
MU_16B,2,2020-09-29,24,0,0,97.4,testing
BS_2,3,2020-09-29,24,0,0,88.6,testing
BS_4,3,2020-09-29,24,0,0,91.3,testing
BS_3,2.5,2020-09-29,24,0,0,72.6,testing
BS_5,2.5,2020-09-29,24,0,0,99,testing
BS_8,2.5,2020-09-29,24,0,0,48.6,testing
BS_9,3,2020-09-29,24,0,0,44.9,testing
BS_11,3,2020-09-29,24,0,0,24.3,testing
BS_13,3,2020-09-29,24,0,0,72.1,testing
BS_12,2.5,2020-09-29,24,0,0,75.9,testing
MU_13,3,2020-09-29,24,0,0,83.4,testing
Neuse_7,4,2020-09-29,24,0,0,26.2,testing
JB_3,4,2020-09-29,24,0,0,26.6,testing
PAM_6,4,2020-09-29,24,0,0,61.8,testing
PAM_7,4,2020-09-29,24,0,0,94.1,testing
NB_6,4,2020-09-29,24,0,0,44.6,testing
NPT_3,1.5,2020-09-29,24,0,0,92.4,testing
NH_6,2,2020-09-29,24,1,0,74.5,testing
NR_1,1.5,2020-09-29,24,0,0,33.3,testing
Sandy_1,4,2020-09-29,24,0,0,98.5,testing
Onsl_2,3,2020-09-29,24,0,0,60.8,testing
NH_3,3,2020-09-29,24,1,0,37.3,testing
Onsl_3,3,2020-09-29,24,0,0,67.5,testing
CL_4A,4,2020-09-29,24,0,0,21.1,testing
OBX_4A,4,2020-09-29,24,0,0,50.2,testing
OBX_4B,4,2020-09-29,24,0,0,72,testing
Stump_1,4,2020-09-29,24,0,0,51.9,testing
OBX_9B,4,2020-09-29,24,0,0,72.4,testing
BS_14,2.5,2020-09-29,24,0,0,88.5,testing
OBX_9A,4,2020-09-29,24,0,0,58,testing
OBX_10A,4,2020-09-29,24,0,0,87.4,testing
NR_8B,3,2020-09-29,24,0,0,64.2,testing
NR_6,1.5,2020-09-29,24,0,0,85.5,testing
BS_1,2.5,2020-09-29,24,0,0,64.6,testing
BS_10,2.5,2020-09-29,24,0,0,93.8,testing
PAM_1,4,2020-09-29,48,4,0,97.8,testing
Pungo_1,4,2020-09-29,48,4,0,54,testing
Hyde_6,4,2020-09-29,48,4,0,36.4,testing
OBX_3,4,2020-09-29,48,2,0,22.2,testing
Bruns_1,1,2020-09-29,48,8,0,75.8,testing
Bruns_2,1,2020-09-29,48,7,0,34.4,testing
Bruns_7,1,2020-09-29,48,7,0,49.2,testing
Bruns_8,4,2020-09-29,48,7,0,34.4,testing
NHP_2,3,2020-09-29,48,7,0,28.5,testing
PAM_6A,4,2020-09-29,48,4,0,76,testing
NR_5,1.5,2020-09-29,48,4,0,25.8,testing
NR_9,4,2020-09-29,48,4,0,22,testing
JB_1A,2,2020-09-29,48,4,0,73.1,testing
CL_3,4,2020-09-29,48,4,0,81.9,testing
Bruns_3,1.5,2020-09-29,48,7,0,77.7,testing
Bruns_4A,2,2020-09-29,48,7,0,86.5,testing
NH_1,2,2020-09-29,48,7,0,93.5,testing
NH_5,3,2020-09-29,48,7,0,39.4,testing
NH_7,2,2020-09-29,48,7,0,51,testing
PND_2,3,2020-09-29,48,7,0,48.7,testing
PND_4,3,2020-09-29,48,7,0,65.1,testing
PND_3,2.5,2020-09-29,48,7,0,30.5,testing
NHP_1,2.5,2020-09-29,48,7,0,22.5,testing
Onsl_6A,1.5,2020-09-29,48,3,0,64.1,testing
MU_2,1.5,2020-09-29,48,3,0,56.6,testing
MU_3,3,2020-09-29,48,3,0,26.9,testing
MU_1,1.5,2020-09-29,48,3,0,23.6,testing
MU_4,1.5,2020-09-29,48,3,0,64.2,testing
MU_6B,3,2020-09-29,48,3,0,33.1,testing
MU_6C,3,2020-09-29,48,3,0,30.8,testing
MU_8,1.5,2020-09-29,48,3,0,24.4,testing
MU_5B,1.5,2020-09-29,48,3,0,32,testing
MU_9,3,2020-09-29,48,3,0,91.2,testing
MU_6A,3,2020-09-29,48,3,0,59.1,testing
MU_15A,1.5,2020-09-29,48,3,0,71.6,testing
MU_16A,2,2020-09-29,48,3,0,38.4,testing
MU_17,3,2020-09-29,48,3,0,49.7,testing
BS_13B,3,2020-09-29,48,3,0,48.5,testing
BS_6,3,2020-09-29,48,3,0,39.7,testing
BS_7,2.5,2020-09-29,48,3,0,85.9,testing
BS_15,3,2020-09-29,48,3.67,0,30,testing
PAM_6B,4,2020-09-29,48,4,0,23.3,testing
OBX_1,4,2020-09-29,48,2,0,67.1,testing
PAM_2,4,2020-09-29,48,4,0,48.6,testing
PAM_4,4,2020-09-29,48,4,0,82.8,testing
PAM_5,4,2020-09-29,48,4,0,75.8,testing
Hyde_3,4,2020-09-29,48,4,0,87,testing
Neuse_2,4,2020-09-29,48,4,0,62.5,testing
Neuse_3,4,2020-09-29,48,4,0,96.1,testing
Neuse_6,4,2020-09-29,48,4,0,68.1,testing
Neuse_4,4,2020-09-29,48,4,0,22.1,testing
Neuse_1,4,2020-09-29,48,4,0,88.3,testing
Neuse_8,4,2020-09-29,48,4,0,69.1,testing
PAM_3,4,2020-09-29,48,4,0,21.6,testing
Hyde_5,4,2020-09-29,48,4,0,53.5,testing
Hyde_4,4,2020-09-29,48,4,0,76.4,testing
Hyde_2,4,2020-09-29,48,4,0,38.4,testing
Hyde_1,4,2020-09-29,48,3.54,0,79.2,testing
LS_1,4,2020-09-29,48,3,0,99.8,testing
OBX_2,4,2020-09-29,48,2,0,65.9,testing
OBX_5A,4,2020-09-29,48,3,0,87.9,testing
OBX_6,4,2020-09-29,48,3.25,0,52.1,testing
OBX_5,4,2020-09-29,48,2.22,0,73,testing
CL_4B,4,2020-09-29,48,4,0,92,testing
CL_2,4,2020-09-29,48,4,0,74,testing
OBX_7,4,2020-09-29,48,4,0,75.2,testing
OBX_8,4,2020-09-29,48,4,0,63.3,testing
OBX_10B,4,2020-09-29,48,4,0,81.3,testing
CL_1,4,2020-09-29,48,4,0,26.1,testing
NB_4,2,2020-09-29,48,4,0,77.6,testing
NB_3,2,2020-09-29,48,4,0,82.5,testing
NB_1,1.5,2020-09-29,48,4,0,59.5,testing
NB_2,2,2020-09-29,48,4,0,20.5,testing
NB_5,4,2020-09-29,48,4,0,74.8,testing
JB_2,2,2020-09-29,48,4,0,99.1,testing
JB_1,2,2020-09-29,48,4,0,45.3,testing
NR_2,1.5,2020-09-29,48,4,0,20.9,testing
NR_8A,3,2020-09-29,48,4,0,41.5,testing
NR_10,4,2020-09-29,48,4,0,74.5,testing
JB_4,4,2020-09-29,48,4,0,49.2,testing
NR_3,1.5,2020-09-29,48,4,0,33.6,testing
NR_4,1.5,2020-09-29,48,4,0,84.4,testing
NR_7,1.5,2020-09-29,48,4,0,48.5,testing
NPT_1,1,2020-09-29,48,4,0,53.6,testing
NPT_2A,1,2020-09-29,48,4,0,99.6,testing
NPT_2B,1,2020-09-29,48,4,0,79,testing
NPT_4,1.5,2020-09-29,48,4,0,68.7,testing
NPT_5,1.5,2020-09-29,48,4,0,76.9,testing
Bruns_3A,1.5,2020-09-29,48,7,0,90,testing
Bruns_4,2.5,2020-09-29,48,7,0,68.7,testing
Bruns_5,2,2020-09-29,48,0,0,26.6,testing
Bruns_6,2,2020-09-29,48,7,0,86.3,testing
NH_2,2,2020-09-29,48,7,0,43.3,testing
NH_4,2.5,2020-09-29,48,7,0,38.2,testing
PND_1,2.5,2020-09-29,48,7,0,76.8,testing
PND_5,2.5,2020-09-29,48,7,0,26,testing
PND_6,3,2020-09-29,48,7,0,21.6,testing
Onsl_7,1.5,2020-09-29,48,7,0,58.8,testing
Onsl_6B,1.5,2020-09-29,48,3.33,0,96.3,testing
Onsl_5,1.5,2020-09-29,48,3,0,34.4,testing
Onsl_4,1.5,2020-09-29,48,3,0,63.6,testing
Onsl_1,3,2020-09-29,48,3,0,29,testing
MU_5A,1.5,2020-09-29,48,3,0,61.7,testing
MU_7,1.5,2020-09-29,48,3,0,49.2,testing
MU_10,3,2020-09-29,48,3,0,61.3,testing
MU_11,1,2020-09-29,48,3,0,75.9,testing
MU_12,1.5,2020-09-29,48,3,0,97.7,testing
MU_14,3,2020-09-29,48,3,0,81.1,testing
MU_15,1.5,2020-09-29,48,3,0,85.5,testing
MU_16B,2,2020-09-29,48,3,0,61.2,testing
BS_2,3,2020-09-29,48,3,0,82,testing
BS_4,3,2020-09-29,48,3,0,40.2,testing
BS_3,2.5,2020-09-29,48,3,0,23.8,testing
BS_5,2.5,2020-09-29,48,3,0,77.3,testing
BS_8,2.5,2020-09-29,48,3,0,30.5,testing
BS_9,3,2020-09-29,48,3,0,73.3,testing
BS_11,3,2020-09-29,48,3,0,80.5,testing
BS_13,3,2020-09-29,48,3,0,57.5,testing
BS_12,2.5,2020-09-29,48,3,0,89.4,testing
MU_13,3,2020-09-29,48,3,0,94.7,testing
Neuse_7,4,2020-09-29,48,4,0,64.1,testing
JB_3,4,2020-09-29,48,4,0,88.3,testing
PAM_6,4,2020-09-29,48,4,0,61.4,testing
PAM_7,4,2020-09-29,48,4,0,99.1,testing
NB_6,4,2020-09-29,48,4,0,70.4,testing
NPT_3,1.5,2020-09-29,48,4,0,52.5,testing
NH_6,2,2020-09-29,48,7,0,71.3,testing
NR_1,1.5,2020-09-29,48,4,0,21.8,testing
Sandy_1,4,2020-09-29,48,2.94,0,32.7,testing
Onsl_2,3,2020-09-29,48,3,0,70.4,testing
NH_3,3,2020-09-29,48,7,0,60.6,testing
Onsl_3,3,2020-09-29,48,3,0,36.1,testing
CL_4A,4,2020-09-29,48,4,0,29.1,testing
OBX_4A,4,2020-09-29,48,2,0,49.5,testing
OBX_4B,4,2020-09-29,48,2,0,67.5,testing
Stump_1,4,2020-09-29,48,2,0,54.3,testing
OBX_9B,4,2020-09-29,48,3.11,0,79.9,testing
BS_14,2.5,2020-09-29,48,3,0,31.2,testing
OBX_9A,4,2020-09-29,48,3.6,0,95.6,testing
OBX_10A,4,2020-09-29,48,4,0,41.4,testing
NR_8B,3,2020-09-29,48,4,0,43.6,testing
NR_6,1.5,2020-09-29,48,4,0,40.4,testing
BS_1,2.5,2020-09-29,48,3,0,90.7,testing
BS_10,2.5,2020-09-29,48,3,0,63.2,testing
PAM_1,4,2020-09-29,72,46.66,0.41,80.5,testing
Pungo_1,4,2020-09-29,72,46.61,0.39,83.1,testing
Hyde_6,4,2020-09-29,72,45.99,0.37,98.2,testing
OBX_3,4,2020-09-29,72,43,0.27,69.4,testing
Bruns_1,1,2020-09-29,72,34.8,0.14,42.6,testing
Bruns_2,1,2020-09-29,72,35,0.12,99.3,testing
Bruns_7,1,2020-09-29,72,34,0.1,22.7,testing
Bruns_8,4,2020-09-29,72,31.14,0.08,41.7,testing
NHP_2,3,2020-09-29,72,32.03,0.11,25.7,testing
PAM_6A,4,2020-09-29,72,46,0.38,66,testing
NR_5,1.5,2020-09-29,72,45,0.16,70.3,testing
NR_9,4,2020-09-29,72,44.42,0.16,21.8,testing
JB_1A,2,2020-09-29,72,44,0.14,82.4,testing
CL_3,4,2020-09-29,72,43.6,0.15,43.7,testing
Bruns_3,1.5,2020-09-29,72,35,0.12,65.5,testing
Bruns_4A,2,2020-09-29,72,34.33,0.12,56.6,testing
NH_1,2,2020-09-29,72,32,0.1,87.2,testing
NH_5,3,2020-09-29,72,32.69,0.11,33.2,testing
NH_7,2,2020-09-29,72,32,0.12,43.1,testing
PND_2,3,2020-09-29,72,32,0.11,21.5,testing
PND_4,3,2020-09-29,72,31.59,0.12,98.3,testing
PND_3,2.5,2020-09-29,72,31.8,0.12,97.8,testing
NHP_1,2.5,2020-09-29,72,32.5,0.11,29.8,testing
Onsl_6A,1.5,2020-09-29,72,50,0.27,62.5,testing
MU_2,1.5,2020-09-29,72,49,0.27,56.5,testing
MU_3,3,2020-09-29,72,49,0.26,48.4,testing
MU_1,1.5,2020-09-29,72,49,0.27,75.1,testing
MU_4,1.5,2020-09-29,72,49,0.27,40.5,testing
MU_6B,3,2020-09-29,72,49,0.27,47.4,testing
MU_6C,3,2020-09-29,72,49,0.26,26.4,testing
MU_8,1.5,2020-09-29,72,49,0.23,20.9,testing
MU_5B,1.5,2020-09-29,72,48.92,0.26,75.2,testing
MU_9,3,2020-09-29,72,48.98,0.23,54.4,testing
MU_6A,3,2020-09-29,72,48.67,0.25,31.1,testing
MU_15A,1.5,2020-09-29,72,48,0.23,67,testing
MU_16A,2,2020-09-29,72,48,0.23,76.2,testing
MU_17,3,2020-09-29,72,48,0.22,49.8,testing
BS_13B,3,2020-09-29,72,46,0.18,53.4,testing
BS_6,3,2020-09-29,72,47,0.21,55,testing
BS_7,2.5,2020-09-29,72,47,0.2,22,testing
BS_15,3,2020-09-29,72,45.33,0.18,23.7,testing
PAM_6B,4,2020-09-29,72,46,0.38,48.1,testing
OBX_1,4,2020-09-29,72,43,0.3,76.8,testing
PAM_2,4,2020-09-29,72,46,0.39,49.3,testing
PAM_4,4,2020-09-29,72,46,0.38,33.7,testing
PAM_5,4,2020-09-29,72,45.87,0.36,95.2,testing
Hyde_3,4,2020-09-29,72,45.11,0.34,91.6,testing
Neuse_2,4,2020-09-29,72,45.11,0.2,22.3,testing
Neuse_3,4,2020-09-29,72,45,0.2,49.8,testing
Neuse_6,4,2020-09-29,72,44.08,0.16,97.3,testing
Neuse_4,4,2020-09-29,72,45.13,0.23,33.1,testing
Neuse_1,4,2020-09-29,72,45.5,0.27,54.3,testing
Neuse_8,4,2020-09-29,72,44.51,0.19,98.5,testing
PAM_3,4,2020-09-29,72,46,0.4,91.8,testing
Hyde_5,4,2020-09-29,72,46,0.39,76.3,testing
Hyde_4,4,2020-09-29,72,46,0.37,41.7,testing
Hyde_2,4,2020-09-29,72,44.38,0.3,94.9,testing
Hyde_1,4,2020-09-29,72,44,0.26,26.2,testing
LS_1,4,2020-09-29,72,44.04,0.25,56.3,testing
OBX_2,4,2020-09-29,72,43.45,0.3,51.8,testing
OBX_5A,4,2020-09-29,72,41.04,0.18,82.6,testing
OBX_6,4,2020-09-29,72,39.86,0.14,36.6,testing
OBX_5,4,2020-09-29,72,42.34,0.21,81.2,testing
CL_4B,4,2020-09-29,72,43,0.13,72.9,testing
CL_2,4,2020-09-29,72,43.04,0.15,23.1,testing
OBX_7,4,2020-09-29,72,39.67,0.12,48.2,testing
OBX_8,4,2020-09-29,72,42.47,0.14,20.8,testing
OBX_10B,4,2020-09-29,72,43.09,0.13,34.6,testing
CL_1,4,2020-09-29,72,43.03,0.15,32.4,testing
NB_4,2,2020-09-29,72,44,0.13,63.2,testing
NB_3,2,2020-09-29,72,44,0.13,93.1,testing
NB_1,1.5,2020-09-29,72,44,0.14,81.4,testing
NB_2,2,2020-09-29,72,44,0.13,63.4,testing
NB_5,4,2020-09-29,72,43.78,0.13,71,testing
JB_2,2,2020-09-29,72,44,0.14,66.9,testing
JB_1,2,2020-09-29,72,44,0.14,20.2,testing
NR_2,1.5,2020-09-29,72,44.21,0.15,79.7,testing
NR_8A,3,2020-09-29,72,44,0.15,77.1,testing
NR_10,4,2020-09-29,72,43.84,0.14,81.6,testing
JB_4,4,2020-09-29,72,43.97,0.13,94.5,testing
NR_3,1.5,2020-09-29,72,45,0.16,23.3,testing
NR_4,1.5,2020-09-29,72,44.1,0.15,86.4,testing
NR_7,1.5,2020-09-29,72,44,0.13,79.6,testing
NPT_1,1,2020-09-29,72,46,0.18,84.1,testing
NPT_2A,1,2020-09-29,72,46,0.18,80.4,testing
NPT_2B,1,2020-09-29,72,46,0.18,78.4,testing
NPT_4,1.5,2020-09-29,72,45.5,0.17,76.1,testing
NPT_5,1.5,2020-09-29,72,45.39,0.17,83.4,testing
Bruns_3A,1.5,2020-09-29,72,35,0.12,52.8,testing
Bruns_4,2.5,2020-09-29,72,35,0.12,27.5,testing
Bruns_5,2,2020-09-29,72,0,0,31.7,testing
Bruns_6,2,2020-09-29,72,33.89,0.1,30.5,testing
NH_2,2,2020-09-29,72,32,0.1,89.2,testing
NH_4,2.5,2020-09-29,72,33,0.11,80.2,testing
PND_1,2.5,2020-09-29,72,32,0.11,68.9,testing
PND_5,2.5,2020-09-29,72,31.62,0.12,65,testing
PND_6,3,2020-09-29,72,31.54,0.12,91.7,testing
Onsl_7,1.5,2020-09-29,72,31,0.12,39.7,testing
Onsl_6B,1.5,2020-09-29,72,48,0.25,56.2,testing
Onsl_5,1.5,2020-09-29,72,49,0.26,45.9,testing
Onsl_4,1.5,2020-09-29,72,49,0.26,23.6,testing
Onsl_1,3,2020-09-29,72,50,0.28,24,testing
MU_5A,1.5,2020-09-29,72,49,0.27,88.7,testing
MU_7,1.5,2020-09-29,72,49,0.23,31.6,testing
MU_10,3,2020-09-29,72,48.72,0.23,37.5,testing
MU_11,1,2020-09-29,72,48.75,0.23,58.8,testing
MU_12,1.5,2020-09-29,72,48.75,0.23,26.4,testing
MU_14,3,2020-09-29,72,48,0.23,53.1,testing
MU_15,1.5,2020-09-29,72,48,0.22,55.6,testing
MU_16B,2,2020-09-29,72,48,0.22,33.1,testing
BS_2,3,2020-09-29,72,47.67,0.22,46.3,testing
BS_4,3,2020-09-29,72,47,0.21,89.8,testing
BS_3,2.5,2020-09-29,72,47,0.21,28.4,testing
BS_5,2.5,2020-09-29,72,47,0.21,94.6,testing
BS_8,2.5,2020-09-29,72,47,0.2,96.1,testing
BS_9,3,2020-09-29,72,46.8,0.2,91.2,testing
BS_11,3,2020-09-29,72,46.33,0.2,39.6,testing
BS_13,3,2020-09-29,72,46,0.18,25.2,testing
BS_12,2.5,2020-09-29,72,46,0.18,51.2,testing
MU_13,3,2020-09-29,72,48,0.23,43.2,testing
Neuse_7,4,2020-09-29,72,43.99,0.16,83.7,testing
JB_3,4,2020-09-29,72,44,0.13,49.5,testing
PAM_6,4,2020-09-29,72,46,0.36,28.7,testing
PAM_7,4,2020-09-29,72,45.37,0.36,22.6,testing
NB_6,4,2020-09-29,72,43.85,0.13,36.6,testing
NPT_3,1.5,2020-09-29,72,45.78,0.18,63.4,testing
NH_6,2,2020-09-29,72,33,0.1,89.1,testing
NR_1,1.5,2020-09-29,72,44.04,0.15,77.3,testing
Sandy_1,4,2020-09-29,72,43,0.25,24.5,testing
Onsl_2,3,2020-09-29,72,49.86,0.28,21.1,testing
NH_3,3,2020-09-29,72,32,0.1,84.4,testing
Onsl_3,3,2020-09-29,72,49,0.27,62.1,testing
CL_4A,4,2020-09-29,72,43.12,0.14,91.1,testing
OBX_4A,4,2020-09-29,72,43.1,0.28,99.8,testing
OBX_4B,4,2020-09-29,72,43.05,0.26,54.9,testing
Stump_1,4,2020-09-29,72,43,0.27,65.5,testing
OBX_9B,4,2020-09-29,72,41.97,0.19,53.6,testing
BS_14,2.5,2020-09-29,72,46,0.18,89.7,testing
OBX_9A,4,2020-09-29,72,43.72,0.22,63.2,testing
OBX_10A,4,2020-09-29,72,44.37,0.24,22.4,testing
NR_8B,3,2020-09-29,72,44,0.14,25.4,testing
NR_6,1.5,2020-09-29,72,44,0.15,90.7,testing
BS_1,2.5,2020-09-29,72,47.92,0.22,41.3,testing
BS_10,2.5,2020-09-29,72,46.25,0.19,73.8,testing
PAM_1,4,2020-09-30,24,0,0,95.5,testing
Pungo_1,4,2020-09-30,24,0,0,37.3,testing
Hyde_6,4,2020-09-30,24,0,0,62.8,testing
OBX_3,4,2020-09-30,24,0,0,90.7,testing
Bruns_1,1,2020-09-30,24,1,0,58.8,testing
Bruns_2,1,2020-09-30,24,1,0,90.7,testing
Bruns_7,1,2020-09-30,24,1,0,77.5,testing
Bruns_8,4,2020-09-30,24,2,0,61.4,testing
NHP_2,3,2020-09-30,24,1,0,74.7,testing
PAM_6A,4,2020-09-30,24,0,0,97.1,testing
NR_5,1.5,2020-09-30,24,0,0,51.4,testing
NR_9,4,2020-09-30,24,0,0,32.9,testing
JB_1A,2,2020-09-30,24,0,0,45.6,testing
CL_3,4,2020-09-30,24,0,0,84.6,testing
Bruns_3,1.5,2020-09-30,24,1,0,24.8,testing
Bruns_4A,2,2020-09-30,24,1,0,25.4,testing
NH_1,2,2020-09-30,24,1,0,82.7,testing
NH_5,3,2020-09-30,24,1,0,22.4,testing
NH_7,2,2020-09-30,24,1,0,74.3,testing
PND_2,3,2020-09-30,24,1,0,71.9,testing
